game_id,character,coins,spaces
6,Bowser Jr.,0,54
6,Boo,-8,92
6,Hammer Bro.,3,43
6,Dry Bones,0,80
6,Pom Pom,0,71
7,Mario,0,72
7,Luigi,0,49
7,Peach,0,50
7,Daisy,0,70
7,Wario,-18,66
7,Waluigi,-9,77
7,Yoshi,0,75
7,Rosalina,16,50
7,Donkey Kong,15,60
7,Diddy Kong,2,56
7,Goomba,12,69
7,Shy Guy,0,64
7,Koopa Troopa,0,53
7,Monty Mole,5,66
7,Bowser,-30,87
7,Bowser Jr.,0,53
7,Boo,-20,64
7,Hammer Bro.,6,50
7,Dry Bones,0,55
7,Pom Pom,0,56
8,Mario,0,59
8,Luigi,0,88
8,Peach,0,76
8,Daisy,0,65
8,Wario,-14,78
8,Waluigi,-3,95
8,Yoshi,0,82
8,Rosalina,16,56
8,Donkey Kong,20,50
8,Diddy Kong,2,56
8,Goomba,16,58
8,Shy Guy,0,72
8,Koopa Troopa,0,95
8,Monty Mole,3,69
8,Bowser,-21,95
8,Bowser Jr.,0,67
8,Boo,-6,103
8,Hammer Bro.,3,39
8,Dry Bones,0,70
8,Pom Pom,0,75
9,Mario,0,67
9,Luigi,0,66
9,Peach,0,76
9,Daisy,0,62
9,Wario,-6,102
9,Waluigi,-3,73
9,Yoshi,0,60
9,Rosalina,20,24
9,Donkey Kong,25,40
9,Diddy Kong,6,77
9,Goomba,10,66
9,Shy Guy,0,64
9,Koopa Troopa,0,54
9,Monty Mole,4,56
9,Bowser,-18,88
9,Bowser Jr.,0,83
9,Boo,-12,80
9,Hammer Bro.,12,44
9,Dry Bones,0,65
9,Pom Pom,0,52
10,Mario,0,71
10,Luigi,0,83
10,Peach,0,58
10,Daisy,0,67
10,Wario,-10,90
10,Waluigi,-9,75
10,Yoshi,0,57
10,Rosalina,18,31
10,Donkey Kong,5,30
10,Diddy Kong,8,56
10,Goomba,16,61
10,Shy Guy,0,64
10,Koopa Troopa,0,75
10,Monty Mole,3,64
10,Bowser,-24,75
10,Bowser Jr.,0,65
10,Boo,-8,100
10,Hammer Bro.,6,38
10,Dry Bones,0,80
10,Pom Pom,0,60
11,Mario,0,68
11,Luigi,0,81
11,Peach,0,70
11,Daisy,0,66
11,Wario,-18,66
11,Waluigi,-9,85
11,Yoshi,0,62
11,Rosalina,10,47
11,Donkey Kong,10,100
11,Diddy Kong,4,91
11,Goomba,8,74
11,Shy Guy,0,64
11,Koopa Troopa,0,43
11,Monty Mole,5,63
11,Bowser,-15,73
11,Bowser Jr.,0,78
11,Boo,-12,84
11,Hammer Bro.,15,27
11,Dry Bones,0,55
11,Pom Pom,0,69
12,Mario,0,69
12,Luigi,0,93
12,Peach,0,60
12,Daisy,0,65
12,Wario,-4,108
12,Waluigi,-12,66
12,Yoshi,0,76
12,Rosalina,14,72
12,Donkey Kong,30,60
12,Diddy Kong,8,56
12,Goomba,24,34
12,Shy Guy,0,76
12,Koopa Troopa,0,98
12,Monty Mole,4,59
12,Bowser,-15,120
12,Bowser Jr.,0,76
12,Boo,-12,76
12,Hammer Bro.,18,42
12,Dry Bones,0,80
12,Pom Pom,0,58
13,Mario,0,60
13,Luigi,0,76
13,Peach,0,68
13,Daisy,0,65
13,Wario,-14,78
13,Waluigi,-9,73
13,Yoshi,0,61
13,Rosalina,8,65
13,Donkey Kong,20,70
13,Diddy Kong,6,91
13,Goomba,18,52
13,Shy Guy,0,68
13,Koopa Troopa,0,66
13,Monty Mole,2,66
13,Bowser,-30,76
13,Bowser Jr.,0,85
13,Boo,-18,69
13,Hammer Bro.,15,31
13,Dry Bones,0,40
13,Pom Pom,0,69
14,Mario,0,66
14,Luigi,0,67
14,Peach,0,72
14,Daisy,0,69
14,Wario,-10,90
14,Waluigi,-12,74
14,Yoshi,0,55
14,Rosalina,4,67
14,Donkey Kong,10,50
14,Diddy Kong,12,56
14,Goomba,14,55
14,Shy Guy,0,60
14,Koopa Troopa,0,36
14,Monty Mole,6,61
14,Bowser,-21,101
14,Bowser Jr.,0,62
14,Boo,-18,65
14,Hammer Bro.,18,30
14,Dry Bones,0,60
14,Pom Pom,0,71
15,Mario,0,71
15,Luigi,0,68
15,Peach,0,64
15,Daisy,0,64
15,Wario,-14,78
15,Waluigi,-9,75
15,Yoshi,0,46
15,Rosalina,10,68
15,Donkey Kong,10,100
15,Diddy Kong,6,70
15,Goomba,12,58
15,Shy Guy,0,68
15,Koopa Troopa,0,62
15,Monty Mole,7,49
15,Bowser,-30,73
15,Bowser Jr.,0,65
15,Boo,-14,79
15,Hammer Bro.,9,37
15,Dry Bones,0,70
15,Pom Pom,0,60
16,Mario,0,80
16,Luigi,0,55
16,Peach,0,66
16,Daisy,0,67
16,Wario,-12,84
16,Waluigi,-24,50
16,Yoshi,0,73
16,Rosalina,12,66
16,Donkey Kong,10,100
16,Diddy Kong,6,56
16,Goomba,20,42
16,Shy Guy,0,72
16,Koopa Troopa,0,64
16,Monty Mole,3,59
16,Bowser,-21,99
16,Bowser Jr.,0,70
16,Boo,-16,78
16,Hammer Bro.,18,38
16,Dry Bones,0,55
16,Pom Pom,0,53
17,Mario,0,72
17,Luigi,0,84
17,Peach,0,64
17,Daisy,0,67
17,Wario,-8,96
17,Waluigi,-12,54
17,Yoshi,0,61
17,Rosalina,18,46
17,Donkey Kong,20,60
17,Diddy Kong,4,84
17,Goomba,10,73
17,Shy Guy,0,68
17,Koopa Troopa,0,77
17,Monty Mole,7,51
17,Bowser,-18,105
17,Bowser Jr.,0,70
17,Boo,-14,73
17,Hammer Bro.,12,28
17,Dry Bones,0,95
17,Pom Pom,0,76
18,Mario,0,67
18,Luigi,0,82
18,Peach,0,56
18,Daisy,0,68
18,Wario,-14,78
18,Waluigi,-9,77
18,Yoshi,0,72
18,Rosalina,14,70
18,Donkey Kong,30,60
18,Diddy Kong,8,70
18,Goomba,12,58
18,Shy Guy,0,76
18,Koopa Troopa,0,62
18,Monty Mole,5,68
18,Bowser,-3,117
18,Bowser Jr.,0,79
18,Boo,-2,121
18,Hammer Bro.,6,50
18,Dry Bones,0,75
18,Pom Pom,0,62
19,Mario,0,74
19,Luigi,0,43
19,Peach,0,78
19,Daisy,0,65
19,Wario,-18,66
19,Waluigi,-9,67
19,Yoshi,0,69
19,Rosalina,18,47
19,Donkey Kong,15,80
19,Diddy Kong,10,63
19,Goomba,14,58
19,Shy Guy,0,68
19,Koopa Troopa,0,52
19,Monty Mole,3,73
19,Bowser,-21,78
19,Bowser Jr.,0,88
19,Boo,-16,72
19,Hammer Bro.,15,35
19,Dry Bones,0,65
19,Pom Pom,0,69
20,Mario,0,73
20,Luigi,0,65
20,Peach,0,64
20,Daisy,0,69
20,Wario,-10,90
20,Waluigi,-12,68
20,Yoshi,0,75
20,Rosalina,16,59
20,Donkey Kong,10,20
20,Diddy Kong,8,63
20,Goomba,8,74
20,Shy Guy,0,60
20,Koopa Troopa,0,56
20,Monty Mole,4,67
20,Bowser,-18,110
20,Bowser Jr.,0,67
20,Boo,-18,63
20,Hammer Bro.,12,52
20,Dry Bones,0,65
20,Pom Pom,0,77
21,Mario,0,70
21,Luigi,0,62
21,Peach,0,60
21,Daisy,0,63
21,Wario,-12,84
21,Waluigi,-9,59
21,Yoshi,0,57
21,Rosalina,14,55
21,Donkey Kong,15,90
21,Diddy Kong,8,70
21,Goomba,6,78
21,Shy Guy,0,72
21,Koopa Troopa,0,56
21,Monty Mole,3,71
21,Bowser,-30,66
21,Bowser Jr.,0,76
21,Boo,-22,51
21,Hammer Bro.,15,51
21,Dry Bones,0,65
21,Pom Pom,0,61
22,Mario,0,74
22,Luigi,0,57
22,Peach,0,76
22,Daisy,0,62
22,Wario,-18,66
22,Waluigi,-9,73
22,Yoshi,0,73
22,Rosalina,22,43
22,Donkey Kong,10,80
22,Diddy Kong,14,28
22,Goomba,14,60
22,Shy Guy,0,52
22,Koopa Troopa,0,75
22,Monty Mole,4,62
22,Bowser,-9,79
22,Bowser Jr.,0,52
22,Boo,-14,81
22,Hammer Bro.,12,44
22,Dry Bones,0,70
22,Pom Pom,0,66
23,Mario,0,64
23,Luigi,0,49
23,Peach,0,72
23,Daisy,0,66
23,Wario,-18,66
23,Waluigi,-15,81
23,Yoshi,0,65
23,Rosalina,12,72
23,Donkey Kong,0,100
23,Diddy Kong,12,70
23,Goomba,14,61
23,Shy Guy,0,68
23,Koopa Troopa,0,57
23,Monty Mole,2,62
23,Bowser,-24,84
23,Bowser Jr.,0,57
23,Boo,-20,56
23,Hammer Bro.,15,47
23,Dry Bones,0,60
23,Pom Pom,0,72
24,Mario,0,63
24,Luigi,0,59
24,Peach,0,78
24,Daisy,0,65
24,Wario,-10,90
24,Waluigi,-3,81
24,Yoshi,0,88
24,Rosalina,18,55
24,Donkey Kong,10,80
24,Diddy Kong,8,77
24,Goomba,10,77
24,Shy Guy,0,52
24,Koopa Troopa,0,76
24,Monty Mole,3,80
24,Bowser,-15,110
24,Bowser Jr.,0,62
24,Boo,-12,88
24,Hammer Bro.,12,44
24,Dry Bones,0,70
24,Pom Pom,0,66
25,Mario,0,78
25,Luigi,0,63
25,Peach,0,74
25,Daisy,0,64
25,Wario,-16,72
25,Waluigi,-12,74
25,Yoshi,0,55
25,Rosalina,24,26
25,Donkey Kong,20,50
25,Diddy Kong,10,49
25,Goomba,12,66
25,Shy Guy,0,64
25,Koopa Troopa,0,84
25,Monty Mole,3,73
25,Bowser,-24,60
25,Bowser Jr.,0,61
25,Boo,-6,105
25,Hammer Bro.,18,30
25,Dry Bones,0,50
25,Pom Pom,0,52
26,Mario,0,63
26,Luigi,0,64
26,Peach,0,72
26,Daisy,0,63
26,Wario,-10,90
26,Waluigi,-6,84
26,Yoshi,0,65
26,Rosalina,6,71
26,Donkey Kong,10,70
26,Diddy Kong,10,49
26,Goomba,20,53
26,Shy Guy,0,80
26,Koopa Troopa,0,58
26,Monty Mole,2,57
26,Bowser,-24,63
26,Bowser Jr.,0,75
26,Boo,-14,79
26,Hammer Bro.,15,47
26,Dry Bones,0,80
26,Pom Pom,0,71
27,Mario,0,61
27,Luigi,0,61
27,Peach,0,78
27,Daisy,0,68
27,Wario,-18,66
27,Waluigi,-6,68
27,Yoshi,0,69
27,Rosalina,14,52
27,Donkey Kong,15,30
27,Diddy Kong,2,91
27,Goomba,14,54
27,Shy Guy,0,64
27,Koopa Troopa,0,74
27,Monty Mole,3,60
27,Bowser,-30,75
27,Bowser Jr.,0,95
27,Boo,-14,75
27,Hammer Bro.,3,31
27,Dry Bones,0,70
27,Pom Pom,0,49
28,Mario,0,78
28,Luigi,0,88
28,Peach,0,66
28,Daisy,0,62
28,Wario,-6,102
28,Waluigi,-6,68
28,Yoshi,0,66
28,Rosalina,14,53
28,Donkey Kong,20,50
28,Diddy Kong,8,84
28,Goomba,18,49
28,Shy Guy,0,76
28,Koopa Troopa,0,52
28,Monty Mole,3,53
28,Bowser,-15,125
28,Bowser Jr.,0,72
28,Boo,-10,93
28,Hammer Bro.,9,45
28,Dry Bones,0,80
28,Pom Pom,0,58
29,Mario,0,72
29,Luigi,0,57
29,Peach,0,74
29,Daisy,0,64
29,Wario,-14,78
29,Waluigi,0,78
29,Yoshi,0,74
29,Rosalina,8,65
29,Donkey Kong,0,100
29,Diddy Kong,0,84
29,Goomba,12,63
29,Shy Guy,0,68
29,Koopa Troopa,0,57
29,Monty Mole,3,65
29,Bowser,-24,60
29,Bowser Jr.,0,40
29,Boo,-14,75
29,Hammer Bro.,3,51
29,Dry Bones,0,65
29,Pom Pom,0,70
30,Mario,0,72
30,Luigi,0,67
30,Peach,0,72
30,Daisy,0,65
30,Wario,-18,66
30,Waluigi,-12,76
30,Yoshi,0,83
30,Rosalina,12,50
30,Donkey Kong,15,80
30,Diddy Kong,14,70
30,Goomba,12,59
30,Shy Guy,0,76
30,Koopa Troopa,0,59
30,Monty Mole,3,67
30,Bowser,-24,83
30,Bowser Jr.,0,71
30,Boo,-12,88
30,Hammer Bro.,12,48
30,Dry Bones,0,75
30,Pom Pom,0,61
31,Mario,0,55
31,Luigi,0,72
31,Peach,0,68
31,Daisy,0,66
31,Wario,-10,90
31,Waluigi,-12,62
31,Yoshi,0,66
31,Rosalina,14,57
31,Donkey Kong,15,60
31,Diddy Kong,4,91
31,Goomba,12,66
31,Shy Guy,0,64
31,Koopa Troopa,0,61
31,Monty Mole,6,59
31,Bowser,-15,103
31,Bowser Jr.,0,87
31,Boo,-12,84
31,Hammer Bro.,6,58
31,Dry Bones,0,70
31,Pom Pom,0,58
32,Mario,0,75
32,Luigi,0,82
32,Peach,0,72
32,Daisy,0,65
32,Wario,-16,72
32,Waluigi,-12,60
32,Yoshi,0,75
32,Rosalina,8,64
32,Donkey Kong,15,70
32,Diddy Kong,2,77
32,Goomba,10,77
32,Shy Guy,0,72
32,Koopa Troopa,0,78
32,Monty Mole,3,71
32,Bowser,-18,110
32,Bowser Jr.,0,57
32,Boo,-10,81
32,Hammer Bro.,9,45
32,Dry Bones,0,70
32,Pom Pom,0,72
33,Mario,0,71
33,Luigi,0,91
33,Peach,0,66
33,Daisy,0,69
33,Wario,-14,78
33,Waluigi,-6,80
33,Yoshi,0,67
33,Rosalina,10,43
33,Donkey Kong,20,110
33,Diddy Kong,10,70
33,Goomba,10,70
33,Shy Guy,0,72
33,Koopa Troopa,0,74
33,Monty Mole,3,60
33,Bowser,-15,109
33,Bowser Jr.,0,84
33,Boo,-14,83
33,Hammer Bro.,9,45
33,Dry Bones,0,85
33,Pom Pom,0,94
34,Mario,0,61
34,Luigi,0,51
34,Peach,0,80
34,Daisy,0,66
34,Wario,-10,90
34,Waluigi,-6,78
34,Yoshi,0,75
34,Rosalina,18,54
34,Donkey Kong,10,80
34,Diddy Kong,4,63
34,Goomba,14,55
34,Shy Guy,0,64
34,Koopa Troopa,0,53
34,Monty Mole,1,83
34,Bowser,-18,106
34,Bowser Jr.,0,81
34,Boo,-4,112
34,Hammer Bro.,24,24
34,Dry Bones,0,70
34,Pom Pom,0,81
35,Mario,0,74
35,Luigi,0,74
35,Peach,0,60
35,Daisy,0,68
35,Wario,-12,84
35,Waluigi,-3,85
35,Yoshi,0,63
35,Rosalina,22,54
35,Donkey Kong,10,90
35,Diddy Kong,8,49
35,Goomba,16,44
35,Shy Guy,0,68
35,Koopa Troopa,0,71
35,Monty Mole,2,74
35,Bowser,-30,65
35,Bowser Jr.,0,57
35,Boo,-10,87
35,Hammer Bro.,9,57
35,Dry Bones,0,65
35,Pom Pom,0,79
36,Mario,0,60
36,Luigi,0,79
36,Peach,0,70
36,Daisy,0,64
36,Wario,-10,90
36,Waluigi,-12,80
36,Yoshi,0,52
36,Rosalina,10,59
36,Donkey Kong,25,70
36,Diddy Kong,4,84
36,Goomba,14,62
36,Shy Guy,0,60
36,Koopa Troopa,0,75
36,Monty Mole,3,65
36,Bowser,-9,104
36,Bowser Jr.,0,54
36,Boo,-14,77
36,Hammer Bro.,15,27
36,Dry Bones,0,65
36,Pom Pom,0,53
37,Mario,0,80
37,Luigi,0,78
37,Peach,0,64
37,Daisy,0,65
37,Wario,-14,78
37,Waluigi,-18,58
37,Yoshi,0,61
37,Rosalina,14,60
37,Donkey Kong,15,70
37,Diddy Kong,6,84
37,Goomba,20,42
37,Shy Guy,0,76
37,Koopa Troopa,0,62
37,Monty Mole,2,82
37,Bowser,-24,80
37,Bowser Jr.,0,78
37,Boo,-10,89
37,Hammer Bro.,15,39
37,Dry Bones,0,75
37,Pom Pom,0,63
38,Mario,0,67
38,Luigi,0,62
38,Peach,0,84
38,Daisy,0,69
38,Wario,-14,78
38,Waluigi,-9,75
38,Yoshi,0,78
38,Rosalina,16,52
38,Donkey Kong,35,80
38,Diddy Kong,8,63
38,Goomba,20,41
38,Shy Guy,0,72
38,Koopa Troopa,0,72
38,Monty Mole,4,58
38,Bowser,-9,85
38,Bowser Jr.,0,83
38,Boo,-8,98
38,Hammer Bro.,12,36
38,Dry Bones,0,70
38,Pom Pom,0,68
39,Mario,0,65
39,Luigi,0,82
39,Peach,0,64
39,Daisy,0,66
39,Wario,-6,102
39,Waluigi,-15,67
39,Yoshi,0,54
39,Rosalina,16,50
39,Donkey Kong,5,70
39,Diddy Kong,8,35
39,Goomba,16,50
39,Shy Guy,0,64
39,Koopa Troopa,0,71
39,Monty Mole,2,80
39,Bowser,-18,69
39,Bowser Jr.,0,48
39,Boo,-12,90
39,Hammer Bro.,12,52
39,Dry Bones,0,60
39,Pom Pom,0,55
40,Mario,0,83
40,Luigi,0,63
40,Peach,0,56
40,Daisy,0,67
40,Wario,-6,102
40,Waluigi,-18,56
40,Yoshi,0,39
40,Rosalina,10,86
40,Donkey Kong,15,70
40,Diddy Kong,8,63
40,Goomba,8,62
40,Shy Guy,0,72
40,Koopa Troopa,0,82
40,Monty Mole,3,66
40,Bowser,-15,96
40,Bowser Jr.,0,76
40,Boo,-14,73
40,Hammer Bro.,3,51
40,Dry Bones,0,80
40,Pom Pom,0,65
41,Mario,0,76
41,Luigi,0,66
41,Peach,0,64
41,Daisy,0,66
41,Wario,-22,54
41,Waluigi,-3,63
41,Yoshi,0,49
41,Rosalina,12,77
41,Donkey Kong,20,50
41,Diddy Kong,6,77
41,Goomba,14,57
41,Shy Guy,0,80
41,Koopa Troopa,0,52
41,Monty Mole,2,60
41,Bowser,-15,102
41,Bowser Jr.,0,49
41,Boo,-14,77
41,Hammer Bro.,21,33
41,Dry Bones,0,65
41,Pom Pom,0,66
42,Mario,0,93
42,Luigi,0,49
42,Peach,0,54
42,Daisy,0,66
42,Wario,-16,72
42,Waluigi,-6,78
42,Yoshi,0,64
42,Rosalina,14,67
42,Donkey Kong,10,70
42,Diddy Kong,4,105
42,Goomba,12,64
42,Shy Guy,0,64
42,Koopa Troopa,0,51
42,Monty Mole,1,75
42,Bowser,-12,130
42,Bowser Jr.,0,72
42,Boo,-12,80
42,Hammer Bro.,6,38
42,Dry Bones,0,75
42,Pom Pom,0,73
43,Mario,0,49
43,Luigi,0,111
43,Peach,0,66
43,Daisy,0,67
43,Wario,-14,78
43,Waluigi,-6,82
43,Yoshi,0,87
43,Rosalina,14,45
43,Donkey Kong,15,60
43,Diddy Kong,6,70
43,Goomba,24,32
43,Shy Guy,0,68
43,Koopa Troopa,0,93
43,Monty Mole,2,74
43,Bowser,-21,84
43,Bowser Jr.,0,68
43,Boo,-6,107
43,Hammer Bro.,6,38
43,Dry Bones,0,75
43,Pom Pom,0,73
44,Mario,0,68
44,Luigi,0,81
44,Peach,0,86
44,Daisy,0,67
44,Wario,-14,78
44,Waluigi,-12,72
44,Yoshi,0,70
44,Rosalina,22,48
44,Donkey Kong,20,70
44,Diddy Kong,0,84
44,Goomba,14,51
44,Shy Guy,0,64
44,Koopa Troopa,0,46
44,Monty Mole,3,67
44,Bowser,-21,98
44,Bowser Jr.,0,63
44,Boo,-22,55
44,Hammer Bro.,3,47
44,Dry Bones,0,100
44,Pom Pom,0,66
45,Mario,0,61
45,Luigi,0,72
45,Peach,0,68
45,Daisy,0,68
45,Wario,-6,102
45,Waluigi,-9,75
45,Yoshi,0,58
45,Rosalina,10,69
45,Donkey Kong,10,90
45,Diddy Kong,10,56
45,Goomba,18,53
45,Shy Guy,0,64
45,Koopa Troopa,0,38
45,Monty Mole,4,60
45,Bowser,-27,64
45,Bowser Jr.,0,68
45,Boo,-14,75
45,Hammer Bro.,12,44
45,Dry Bones,0,60
45,Pom Pom,0,53
46,Mario,0,62
46,Luigi,0,63
46,Peach,0,64
46,Daisy,0,70
46,Wario,-20,60
46,Waluigi,-9,85
46,Yoshi,0,71
46,Rosalina,8,87
46,Donkey Kong,10,60
46,Diddy Kong,4,91
46,Goomba,18,50
46,Shy Guy,0,64
46,Koopa Troopa,0,80
46,Monty Mole,5,61
46,Bowser,-15,112
46,Bowser Jr.,0,76
46,Boo,-10,93
46,Hammer Bro.,9,45
46,Dry Bones,0,80
46,Pom Pom,0,59
47,Mario,0,65
47,Luigi,0,67
47,Peach,0,70
47,Daisy,0,68
47,Wario,-14,78
47,Waluigi,-15,51
47,Yoshi,0,68
47,Rosalina,10,79
47,Donkey Kong,10,50
47,Diddy Kong,10,70
47,Goomba,14,63
47,Shy Guy,0,68
47,Koopa Troopa,0,79
47,Monty Mole,2,79
47,Bowser,-27,66
47,Bowser Jr.,0,70
47,Boo,-12,88
47,Hammer Bro.,15,35
47,Dry Bones,0,65
47,Pom Pom,0,73
48,Mario,0,86
48,Luigi,0,92
48,Peach,0,54
48,Daisy,0,66
48,Wario,-14,78
48,Waluigi,-15,65
48,Yoshi,0,81
48,Rosalina,10,73
48,Donkey Kong,0,70
48,Diddy Kong,12,42
48,Goomba,20,40
48,Shy Guy,0,72
48,Koopa Troopa,0,73
48,Monty Mole,4,60
48,Bowser,-21,95
48,Bowser Jr.,0,62
48,Boo,-20,62
48,Hammer Bro.,15,47
48,Dry Bones,0,55
48,Pom Pom,0,62
49,Mario,0,50
49,Luigi,0,62
49,Peach,0,70
49,Daisy,0,68
49,Wario,-14,78
49,Waluigi,-6,68
49,Yoshi,0,60
49,Rosalina,8,74
49,Donkey Kong,10,70
49,Diddy Kong,8,63
49,Goomba,18,48
49,Shy Guy,0,60
49,Koopa Troopa,0,73
49,Monty Mole,3,74
49,Bowser,-15,101
49,Bowser Jr.,0,67
49,Boo,-12,84
49,Hammer Bro.,0,52
49,Dry Bones,0,65
49,Pom Pom,0,58
50,Mario,0,80
50,Luigi,0,70
50,Peach,0,70
50,Daisy,0,62
50,Wario,-10,90
50,Waluigi,-9,63
50,Yoshi,0,80
50,Rosalina,8,81
50,Donkey Kong,25,110
50,Diddy Kong,6,84
50,Goomba,20,49
50,Shy Guy,0,72
50,Koopa Troopa,0,66
50,Monty Mole,1,79
50,Bowser,-18,92
50,Bowser Jr.,0,60
50,Boo,-10,91
50,Hammer Bro.,12,28
50,Dry Bones,0,65
50,Pom Pom,0,61
51,Mario,0,67
51,Luigi,0,66
51,Peach,0,60
51,Daisy,0,67
51,Wario,-14,78
51,Waluigi,-12,80
51,Yoshi,0,67
51,Rosalina,14,52
51,Donkey Kong,20,40
51,Diddy Kong,4,77
51,Goomba,10,68
51,Shy Guy,0,52
51,Koopa Troopa,0,92
51,Monty Mole,1,71
51,Bowser,-21,102
51,Bowser Jr.,0,71
51,Boo,-8,92
51,Hammer Bro.,6,58
51,Dry Bones,0,75
51,Pom Pom,0,57
52,Mario,0,79
52,Luigi,0,65
52,Peach,0,64
52,Daisy,0,68
52,Wario,-18,66
52,Waluigi,0,72
52,Yoshi,0,51
52,Rosalina,18,58
52,Donkey Kong,5,110
52,Diddy Kong,4,84
52,Goomba,12,54
52,Shy Guy,0,48
52,Koopa Troopa,0,57
52,Monty Mole,3,64
52,Bowser,-12,133
52,Bowser Jr.,0,56
52,Boo,-20,66
52,Hammer Bro.,12,52
52,Dry Bones,0,60
52,Pom Pom,0,71
53,Mario,0,76
53,Luigi,0,83
53,Peach,0,66
53,Daisy,0,65
53,Wario,-14,78
53,Waluigi,-6,76
53,Yoshi,0,76
53,Rosalina,18,52
53,Donkey Kong,20,70
53,Diddy Kong,6,98
53,Goomba,16,54
53,Shy Guy,0,60
53,Koopa Troopa,0,60
53,Monty Mole,2,65
53,Bowser,-18,91
53,Bowser Jr.,0,70
53,Boo,-10,93
53,Hammer Bro.,3,35
53,Dry Bones,0,45
53,Pom Pom,0,73
54,Mario,0,72
54,Luigi,0,68
54,Peach,0,70
54,Daisy,0,68
54,Wario,-10,90
54,Waluigi,-9,61
54,Yoshi,0,81
54,Rosalina,16,58
54,Donkey Kong,10,50
54,Diddy Kong,4,84
54,Goomba,12,64
54,Shy Guy,0,56
54,Koopa Troopa,0,70
54,Monty Mole,3,70
54,Bowser,-24,85
54,Bowser Jr.,0,71
54,Boo,-10,91
54,Hammer Bro.,3,51
54,Dry Bones,0,65
54,Pom Pom,0,71
55,Mario,0,70
55,Luigi,0,62
55,Peach,0,66
55,Daisy,0,67
55,Wario,-14,78
55,Waluigi,-12,66
55,Yoshi,0,76
55,Rosalina,14,58
55,Donkey Kong,10,90
55,Diddy Kong,4,28
55,Goomba,18,52
55,Shy Guy,0,60
55,Koopa Troopa,0,69
55,Monty Mole,1,89
55,Bowser,-24,71
55,Bowser Jr.,0,60
55,Boo,-4,110
55,Hammer Bro.,12,40
55,Dry Bones,0,50
55,Pom Pom,0,65
56,Mario,0,82
56,Luigi,0,65
56,Peach,0,68
56,Daisy,0,68
56,Wario,-8,96
56,Waluigi,0,76
56,Yoshi,0,67
56,Rosalina,12,65
56,Donkey Kong,20,40
56,Diddy Kong,12,56
56,Goomba,12,71
56,Shy Guy,0,60
56,Koopa Troopa,0,81
56,Monty Mole,3,67
56,Bowser,-12,101
56,Bowser Jr.,0,78
56,Boo,-8,92
56,Hammer Bro.,12,52
56,Dry Bones,0,70
56,Pom Pom,0,52
57,Mario,0,70
57,Luigi,0,60
57,Peach,0,76
